OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,Shape__Area,Shape__Length
219,JICA,Lands - http://landsnet.nps.gov/tractsnet/documents/JICA/Metadata/jica_metadata.xml,Jimmy Carter National Historical Park,2015/08/03 00:00:00+00,GA,SE,1888934,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224524,Jimmy Carter,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,eff8944b-9f11-43c8-9348-072036e9e9e5,232,2.78446032098145e-05,0.128560496708138
220,MALU,Lands - http://landsnet.nps.gov/tractsnet/documents/MALU/Metadata/malu_metadata.xml,"Martin Luther King, Jr., National Historical Park",2025/03/06 00:00:00+00,GA,SE,1704967,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218475,Martin Luther King Jr.,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,6fefe4a6-05dd-41e1-af63-f611679c61c6,233,1.54551987634477e-05,0.0282685412957066
221,CUVA,Lands - http://landsnet.nps.gov/tractsnet/documents/CUVA/Metadata/cuva_metadata.xml,Cuyahoga Valley National Park,2025/06/10 00:00:00+00,OH,MW,1066328,National Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225690,Cuyahoga Valley,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2b5ed154-271f-4c10-8a5a-7aaa870586cd,234,0.0142396026717506,2.2612767003881
222,BRVB,Lands - http://landsnet.nps.gov/tractsnet/documents/BRVB/Metadata/brvb_metadata.xml,Brown v. Board of Education National Historical Park,2024/03/18 00:00:00+00,KS,MW,2510335,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048389,Brown V Board Of Education,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,b7155f8b-413a-4b26-8a54-fe15dfb0f0a3,235,1.39062103698961e-06,0.00693753756858822
223,FILA,Lands - http://landsnet.nps.gov/tractsnet/documents/FILA/Metadata/fila_metadata.xml,First Ladies National Historic Site,2018/11/20 00:00:00+00,OH,MW,2035610,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2203269,First Ladies,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,32f384f8-2eb2-4190-a1b3-8b94ae175ec8,237,1.96107748706709e-07,0.00299214624502382
224,NIOB,Lands - http://landsnet.nps.gov/tractsnet/documents/NIOB/Metadata/niob_metadata.xml,Niobrara National Scenic River,2021/07/09 00:00:00+00,NE,MW,1888949,National Wild & Scenic Rivers,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210709,Niobrara,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,1e993a2e-68e7-42a3-9ed3-ab903e068d44,239,0.0129390223783048,3.17224981125541
225,IATR,Lands - http://landsnet.nps.gov/tractsnet/documents/IATR/Metadata/iatr_metadata.xml,Ice Age National Scenic Trail,2023/12/14 00:00:00+00,WI,MW,2733461,National Scenic Trails,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048397,Ice Age,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,f0fc8424-96f3-4667-8497-f1526f57642b,241,0.00010343250482947,0.0778197598820261
226,DAAV,Lands - http://landsnet.nps.gov/tractsnet/documents/DAAV/Metadata/daav_metadata.xml,Dayton Aviation Heritage National Historical Park,2013/05/30 00:00:00+00,OH,MW,1083940,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196729,Dayton Aviation Heritage,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,571a72d9-93a8-4d72-ac4c-97c0a243e2fe,244,4.83624978642183e-05,0.0536631854054347
227,FOLS,Lands - http://landsnet.nps.gov/tractsnet/documents/FOLS/Metadata/fols_metadata.xml,Fort Larned National Historic Site,2010/07/28 00:00:00+00,KS,MW,475845,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165328,Fort Larned,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,e84514e3-e1e1-4924-84d9-57527f4d68e1,246,0.000293404606281911,0.100616380258751
228,NICO,Lands - http://landsnet.nps.gov/tractsnet/documents/NICO/Metadata/nico_metadata.xml,Nicodemus National Historic Site,2024/03/18 00:00:00+00,KS,MW,2733440,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182235,Nicodemus,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,83d049ad-968d-461d-ad08-ec64623dc1c9,247,2.41171960624342e-06,0.0149601770153974
229,FOSC,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSC/Metadata/fosc_metadata.xml,Fort Scott National Historic Site,2024/09/18 00:00:00+00,KS,MW,480986,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166414,Fort Scott,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,93e168be-b365-48f7-8199-73af70d5b37c,248,8.46453167469008e-06,0.0139468994598459
230,TAPR,Lands - http://landsnet.nps.gov/tractsnet/documents/TAPR/Metadata/tapr_metadata.xml,Tallgrass Prairie National Preserve,2016/01/14 00:00:00+00,KS,MW,1888965,National Preserves,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048190,Tallgrass Prairie,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,8362f17b-1c63-4129-b20a-3f27ea2539e5,249,0.00455028483520437,0.391793459661034
231,GWCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GWCA/Metadata/gwca_metadata.xml,George Washington Carver National Monument,2018/11/30 00:00:00+00,MO,MW,718402,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048161,George Washington Carver,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,7910a64e-f90e-4d78-900d-9609880c0007,250,9.86280056167743e-05,0.0399138322089215
232,WICL,Lands - http://landsnet.nps.gov/tractsnet/documents/WICL/Metadata/wicl_metadata.xml,President William Jefferson Clinton Birthplace Home National Historic Site,2024/09/18 00:00:00+00,AR,MW,2733433,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169653,President William Jefferson Clinton Birthplace Home,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,ffc97dd7-cd30-491a-b28b-3af19abed025,251,2.3030429474602e-07,0.00258691631982716
233,WICR,Lands - http://landsnet.nps.gov/tractsnet/documents/WICR/Metadata/wicr_metadata.xml,Wilson's Creek National Battlefield,2025/03/10 12:51:17+00,MO,MW,735922,National Battlefields,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048197,Wilson's Creek,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,ac5e1a5a-4fc1-4733-8c53-2b9f8a7bc37d,252,0.00100775794589936,0.193867999012682
234,JAGA,Lands - http://landsnet.nps.gov/tractsnet/documents/JAGA/Metadata/jaga_metadata.xml,James A. Garfield National Historic Site,2010/09/07 00:00:00+00,OH,MW,1888932,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166418,James A Garfield,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,9e45cd36-27be-4949-8412-f32b98a74454,253,3.41548525284452e-06,0.00765351911085032
235,KEWE,Lands - http://landsnet.nps.gov/tractsnet/documents/KEWE/Metadata/kewe_metadata.xml,Keweenaw National Historical Park,2017/09/19 00:00:00+00,MI,MW,1888937,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174270,Keweenaw,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,8a4e65e4-72ff-49ea-82e3-4f63514125f7,254,0.000893948782504594,0.22319956686324
236,GRPO,Lands - http://landsnet.nps.gov/tractsnet/documents/GRPO/Metadata/grpo_metadata.xml,Grand Portage National Monument,2009/12/14 00:00:00+00,MN,MW,644333,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049054,Grand Portage,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,11b78965-d30f-4331-b27e-81f4c28a487f,255,0.000345402198036027,0.379160156527088
237,HSTR,Lands - http://landsnet.nps.gov/tractsnet/documents/HSTR/Metadata/hstr_metadata.xml,Harry S Truman National Historic Site,2022/12/28 14:07:04+00,MO,MW,2463113,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185776,Harry S Truman,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,143a04ac-1fd8-4211-a4c2-ba5f15388709,256,5.69434132557944e-06,0.0177646771483458
238,HOME,Lands - http://landsnet.nps.gov/tractsnet/documents/HOME/Metadata/home_metadata.xml,Homestead National Historical Park,2017/12/14 00:00:00+00,NE,MW,830099,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048166,Homestead,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,ceb067d9-47da-4231-823d-e907d87011f9,259,9.18372068099416e-05,0.0660728152428029
239,ISRO,Lands - http://landsnet.nps.gov/tractsnet/documents/isro/Metadata/isro_metadata.xml,Isle Royale National Park,2023/09/21 00:00:00+00,MI,MW,1616980,National Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2301125,Isle Royale,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,5f1b5cf8-43ea-4579-bc15-596c8dd94f84,260,0.269157475531301,2.80698849258042
240,RIRA,Lands - http://landsnet.nps.gov/tractsnet/documents/RIRA/Metadata/rira_metadata.xml,River Raisin National Battlefield Park,2018/02/27 00:00:00+00,MI,MW,2733434,National Battlefield Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221825,River Raisin,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,9f4b373e-c6ae-4ae7-a5ae-7172721ba7ac,262,1.84378895937698e-05,0.0187726272478748
241,LECL,Lands - http://landsnet.nps.gov/tractsnet/documents/LECL/Metadata/lecl_metadata.xml,Lewis and Clark National Historic Trail,2017/01/13 00:00:00+00,IL,MW,2733427,National Trails System,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048008,Lewis and Clark,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,04d711da-835b-4132-90ba-5c0bce4a613d,263,3.45463049598038e-05,0.0268082443239453
242,RRBH,Lands - http://landsnet.nps.gov/tractsnet/documents/RRBH/Metadata/rrbh_metadata.xml,Ronald Reagan Boyhood Home National Historic Site,2013/01/03 00:00:00+00,IL,MW,2733441,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192766,Ronald Reagan Boyhood Home,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,0c10397c-2bf9-4362-8758-6609191cc820,264,4.43776798420004e-07,0.00385955905476092
243,LIBO,Lands - http://landsnet.nps.gov/tractsnet/documents/LIBO/Metadata/libo_metadata.xml,Lincoln Boyhood National Memorial,2016/03/03 00:00:00+00,IN,MW,446882,National Memorials,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218474,Lincoln Boyhood,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2cc8e9f0-5997-4a7e-aecf-fad7c4054db1,265,8.3187213022029e-05,0.0419791562160833
244,JEFF,Lands - http://landsnet.nps.gov/tractsnet/documents/JEFF/Metadata/jeff_metadata.xml,Gateway Arch National Park,2025/03/10 07:39:03+00,MO,MW,765817,National Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171833,Gateway Arch,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,75768092-dee5-4952-9433-d4bf25fb6d1a,266,8.14890424862824e-05,0.0716874008416736
245,GERO,Lands - http://landsnet.nps.gov/tractsnet/documents/GERO/Metadata/gero_metadata.xml,George Rogers Clark National Historical Park,2010/08/18 00:00:00+00,IN,MW,447197,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180622,George Rogers Clark,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,f8acaa8f-ada6-4d92-bb70-593a7296b4e2,267,1.02041835816635e-05,0.019211580504331
246,LIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/LIHO/Metadata/liho_metadata.xml,Lincoln Home National Historic Site,2017/06/06 00:00:00+00,IL,MW,1821086,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048176,Lincoln Home,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,9dca3417-0d62-4337-90fe-dc8e82bad503,268,5.81391350351623e-06,0.00962019500045621
247,OZAR,Lands - http://landsnet.nps.gov/tractsnet/documents/OZAR/Metadata/ozar_metadata.xml,Ozark National Scenic Riverways,2025/02/10 00:00:00+00,MO,MW,751466,National Rivers,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194487,Ozark,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,33e21562-d310-4c21-971a-e23eb8c5a4c4,269,0.0337900128556612,4.44151751290429
248,SCBL,Lands - http://landsnet.nps.gov/tractsnet/documents/SCBL/Metadata/scbl_metadata.xml,Scotts Bluff National Monument,2012/08/13 00:00:00+00,NE,MW,833315,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188825,Scotts Bluff,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,c3045fd9-2b71-49bc-9178-ebd40a140609,270,0.00141110353479235,0.195071965055802
249,AGFO,Lands - http://landsnet.nps.gov/tractsnet/documents/AGFO/Metadata/agfo_metadata.xml,Agate Fossil Beds National Monument,2012/11/27 00:00:00+00,NE,MW,826917,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192756,Agate Fossil Beds,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,1522b985-fef2-470c-834a-b66636db0f4c,271,0.00134796125303183,0.287713037097294
250,HOCU,Lands - http://landsnet.nps.gov/tractsnet/documents/HOCU/Metadata/hocu_metadata.xml,Hopewell Culture National Historical Park,2025/01/13 00:00:00+00,OH,MW,1888931,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188826,Hopewell Culture,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,524e2ae4-df8c-4fc0-ae5b-d4ec48f43f21,272,0.000756449810296544,0.327954022194146
251,PEVI,Lands - http://landsnet.nps.gov/tractsnet/documents/PEVI/Metadata/pevi_metadata.xml,Perry's Victory and International Peace Memorial,2010/09/01 00:00:00+00,OH,MW,1082175,National Memorials,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166417,Perry's Victory & International Peace,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,8e4054c1-34e3-455f-8ea8-2f94c80b9e7f,273,1.17019574190635e-05,0.0203075383249169
252,WIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/WIHO/Metadata/wiho_metadata.xml,William Howard Taft National Historic Site,2019/08/23 00:00:00+00,OH,MW,1888973,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165598,William Howard Taft,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,d27d7943-4a7e-4ed6-94b9-6271d4dcb84b,274,1.53838482219726e-06,0.00662703719760961
253,SACN,Lands - http://landsnet.nps.gov/tractsnet/documents/SACN/Metadata/sacn_metadata.xml,Saint Croix National Scenic Riverway,2025/02/20 00:00:00+00,MN,MW,1888958,National Wild & Scenic Rivers,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223253,Saint Croix,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,ca516175-f2e5-4234-8076-ac36b7e644c0,276,0.0331581380187345,7.61666687861439
254,LOSA,Lands - http://landsnet.nps.gov/tractsnet/documents/LOSA/Metadata/losa_metadata.xml,Lower Saint Croix National Scenic Riverway,2025/06/12 08:39:17+00,MN,MW,2738286,National Wild & Scenic Rivers,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223247,Lower Saint Croix,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,c02fb612-e6dd-43d5-9670-372a97beb223,278,0.00524315951997778,1.08032946339945
255,SLBE,Lands - http://landsnet.nps.gov/tractsnet/documents/SLBE/Metadata/slbe_metadata.xml,Sleeping Bear Dunes National Lakeshore,2025/06/12 09:42:57+00,MI,MW,638101,National Lakeshores,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2272027,Sleeping Bear Dunes,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,9fd786db-8aa2-4de6-a783-0ac19e3b704e,279,0.0325893636679666,2.66057959725582
256,ULSG,Lands - http://landsnet.nps.gov/tractsnet/documents/ULSG/Metadata/ulsg_metadata.xml,Ulysses S. Grant National Historic Site,2008/07/01 00:00:00+00,MO,MW,2733425,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048194,Ulysses S Grant,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,ed3d5373-9e44-4a7d-bda4-9893bc4f5b62,280,4.13078487326857e-06,0.00851080820756515
257,MIMI,Lands - http://landsnet.nps.gov/tractsnet/documents/MIMI/Metadata/mimi_metadata.xml,Minuteman Missile National Historic Site,2020/02/03 00:00:00+00,SD,MW,2733442,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208028,Minuteman Missile,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,4d76813a-3d9d-4fae-a6dd-bc520e46fed7,282,1.97271078832273e-05,0.0426639050264116
258,BITH,Lands - http://landsnet.nps.gov/tractsnet/documents/BITH/Metadata/bith_metadata.xml,Big Thicket National Preserve,2023/12/14 00:00:00+00,TX,IM,1888902,National Preserves,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239597,Big Thicket,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,704394dd-aaf3-4fa9-9c1f-fd725916c029,283,0.0429880757649244,9.55735880712932
259,CARI,Lands - http://landsnet.nps.gov/tractsnet/documents/CARI/Metadata/cari_metadata.xml,Cane River Creole National Historical Park,2009/07/28 00:00:00+00,LA,SE,2733428,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047922,Cane River Creole,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,cb3cd0e4-e655-428f-bd91-2f907c8b9c84,284,7.92217124399031e-05,0.0520596068405165
260,JAZZ,Lands - http://landsnet.nps.gov/tractsnet/documents/JAZZ/Metadata/jazz_metadata.xml,New Orleans Jazz National Historical Park,2017/11/08 00:00:00+00,LA,SE,2035602,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249523,New Orleans Jazz,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,7d1732c0-74e6-4aab-a2ef-f794895b0e08,285,2.02074693333998e-06,0.00702721095859909
261,AMIS,Lands - http://landsnet.nps.gov/tractsnet/documents/AMIS/Metadata/amis_metadata.xml,Amistad National Recreation Area,2024/09/06 00:00:00+00,TX,IM,1329499,National Recreation Areas,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2266792,Amistad,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,179d1e8c-6630-4d54-a0d5-16bdbafffa0e,286,0.0232353077301468,10.5328761581484
262,ARPO,Lands - http://landsnet.nps.gov/tractsnet/documents/ARPO/Metadata/arpo_metadata.xml,Arkansas Post National Memorial,2010/12/13 00:00:00+00,AR,MW,2733432,National Memorials,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167744,Arkansas Post,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2972e445-17d3-4c95-a937-e481d7f265b9,287,0.000301431165325994,0.122446046128948
263,BAND,Lands - http://landsnet.nps.gov/tractsnet/documents/BAND/Metadata/band_metadata.xml,Bandelier National Monument,2024/03/13 00:00:00+00,NM,IM,928874,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194464,Bandelier,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,c5aebfa0-e008-441e-a683-6b1a0d592b15,288,0.013659861537235,0.783526859902631
264,BIBE,Lands - http://landsnet.nps.gov/tractsnet/documents/BIBE/Metadata/bibe_metadata.xml,Big Bend National Park,2018/01/09 00:00:00+00,TX,IM,1377082,National Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239592,Big Bend,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,21c22cb2-a6fb-4369-9d57-27ef13ae7add,289,0.304714978969287,3.88764792430853
265,CAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAVO/Metadata/cavo_metadata.xml,Capulin Volcano National Monument,2004/07/22 00:00:00+00,NM,IM,936867,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047927,Capulin Volcano,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,b79a09ca-34bb-409b-b1fb-3243b4f63340,290,0.000322975633480382,0.0873580773117893
266,CAVE,Lands - http://landsnet.nps.gov/tractsnet/documents/CAVE/Metadata/cave_metadata.xml,Carlsbad Caverns National Park,2017/06/22 00:00:00+00,NM,IM,904780,National Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047926,Carlsbad Caverns,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,aa4e286d-0998-4563-8129-15fc924a4038,291,0.0181014807251358,0.98536442738455
267,GUMO,Lands - http://landsnet.nps.gov/tractsnet/documents/GUMO/Metadata/gumo_metadata.xml,Guadalupe Mountains National Park,2023/03/15 14:00:07+00,TX,IM,1377201,National Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167742,Guadalupe Mountains,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,d195987c-97aa-45e6-87db-24c0d95d962d,292,0.0336603573543925,1.12515802577958
268,CHAM,Lands - http://landsnet.nps.gov/tractsnet/documents/CHAM/Metadata/cham_metadata.xml,Chamizal National Memorial,2024/06/17 00:00:00+00,TX,IM,1888906,National Memorials,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047931,Chamizal,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,d08af74c-fefa-455d-b1b9-99c2cb4bfa61,293,2.10113319099037e-05,0.0193071011115072
269,FODA,Lands - http://landsnet.nps.gov/tractsnet/documents/FODA/Metadata/foda_metadata.xml,Fort Davis National Historic Site,2018/04/27 00:00:00+00,TX,IM,1357585,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182229,Fort Davis,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,6580ebc3-ede1-43f8-9de4-dbbf8e7fb14d,294,0.000197030654135233,0.0774335200320505
270,FOUN,Lands - http://landsnet.nps.gov/tractsnet/documents/FOUN/Metadata/foun_metadata.xml,Fort Union National Monument,2007/05/15 00:00:00+00,NM,IM,889156,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047966,Fort Union,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2ad10108-4f73-4034-a31f-9fd618f63edc,295,0.000291177239205354,0.0885106713718176
271,GICL,Lands - http://landsnet.nps.gov/tractsnet/documents/GICL/Metadata/gicl_metadata.xml,Gila Cliff Dwellings National Monument,2024/01/23 00:00:00+00,NM,IM,928945,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047972,Gila Cliff Dwellings,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,1c7ddc45-4fc2-4115-8ec1-938978c493f5,296,0.000212853929724588,0.0733038862343143
272,HOSP,Lands - http://landsnet.nps.gov/tractsnet/documents/HOSP/Metadata/hosp_metadata.xml,Hot Springs National Park,2020/06/15 00:00:00+00,AR,MW,56796,National Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223244,Hot Springs,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,228d4a4d-db9b-4993-8368-17ebe3916ad0,298,0.00216826865266739,0.498186655912352
273,CHSC,Lands - http://landsnet.nps.gov/tractsnet/documents/CHSC/Metadata/chsc_metadata.xml,Little Rock Central High School National Historic Site,2018/05/08 00:00:00+00,AR,MW,2091841,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165977,Little Rock Central High School,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,9485c581-c418-4e36-9f3d-efc1f80c4483,299,1.15074835775886e-05,0.018182584178779
274,FOSM,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSM/Metadata/fosm_metadata.xml,Fort Smith National Historic Site,2017/03/14 00:00:00+00,AR,MW,56686,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048155,Fort Smith,2025/01/14 11:11:12+00,NPS_WASO_LANDS,2025/01/14 11:11:12+00,NPS_WASO_LANDS,9278c0b8-dd32-4a3d-be10-b80653eda39c,300,2.85223663922807e-05,0.0574188976153249
