OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,Shape__Area,Shape__Length
1,APIS,Lands - http://landsnet.nps.gov/tractsnet/documents/APIS/Metadata/apis_metadata.xml,Apostle Islands National Lakeshore,2024/10/17 00:00:00+00,WI,MW,1581059,National Lakeshores,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221817,Apostle Islands,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,6acf440e-220e-4979-b316-9125fee1aae8,236,0.0348093038796833,3.72187962103888
2,EFMO,Lands - http://landsnet.nps.gov/tractsnet/documents/EFMO/Metadata/efmo_metadata.xml,Effigy Mounds National Monument,2024/12/16 00:00:00+00,IA,MW,456249,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048392,Effigy Mounds,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,f98239b4-75b2-4852-9656-b2896d54ded2,243,0.00111701467653802,0.333453088325953
3,GUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/GUIS/Metadata/guis_metadata.xml,Gulf Islands National Seashore,2024/12/16 00:00:00+00,MS,SE,689020,National Seashores,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166436,Gulf Islands,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,4d815f2a-122a-4d10-af54-fefb0fa37db2,193,0.0494909155343066,3.86493166552204
4,HAFE,Lands - http://landsnet.nps.gov/tractsnet/documents/HAFE/Metadata/hafe_metadata.xml,Harpers Ferry National Historical Park,2024/12/18 00:00:00+00,VA,NC,1556735,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048163,Harpers Ferry,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,5e2e118d-08a3-4a3a-800b-b4062dca0cd9,105,0.00156429585854312,1.06813020990237
5,HEHO,Lands - http://landsnet.nps.gov/tractsnet/documents/HEHO/Metadata/heho_metadata.xml,Herbert Hoover National Historic Site,2024/12/16 00:00:00+00,IA,MW,457629,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188824,Herbert Hoover,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,6f2a18c7-921d-4e7b-ac7b-4525098f287c,257,8.18257231003372e-05,0.0429744436550005
6,INDU,Lands - http://landsnet.nps.gov/tractsnet/documents/INDU/Metadata/indu_metadata.xml,Indiana Dunes National Park,2025/06/12 07:47:45+00,IN,MW,446903,National Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225696,Indiana Dunes,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,f9ab9d87-f90a-496b-bcbb-ec362a500fbf,258,0.00707148584638162,2.19720598574663
7,MNRR,Lands - http://landsnet.nps.gov/tractsnet/documents/MNRR/Metadata/mnrr_metadata.xml,Missouri National Recreational River,2024/12/16 00:00:00+00,SD,MW,2733411,National Wild & Scenic Rivers,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242151,Missouri,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,834a141c-034b-4e89-9519-8527989d494b,74,0.0304361564758437,5.13287764958427
8,NOCA,Lands - http://landsnet.nps.gov/tractsnet/documents/NOCA/Metadata/noca_metadata.xml,North Cascades National Park,2024/12/17 00:00:00+00,WA,PW,1528421,National Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235464,North Cascades,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,3da3f869-1485-4099-862f-5e6bfe6091d7,392,0.247926753818774,4.09657704701155
9,OLYM,Lands - https://landsnet.nps.gov/tractsnet/documents/OLYM/Metadata/olym_metadata.xml,Olympic National Park,2024/12/17 00:00:00+00,WA,PW,1530459,National Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2307296,Olympic,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,fc82b0d0-b330-4827-8ea2-cbd94333b86a,395,0.446292813247965,8.77689819702059
10,PINN,Lands - http://landsnet.nps.gov/tractsnet/documents/PINN/Metadata/pinn_metadata.xml,Pinnacles National Park,2024/12/17 00:00:00+00,CA,PW,247533,National Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208014,Pinnacles,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,ff9dbb7b-1a8b-4399-aafc-e6d858fb9bb0,349,0.0108697461118936,0.767897280197798
11,PORE,Lands - http://landsnet.nps.gov/tractsnet/documents/PORE/Metadata/pore_metadata.xml,Point Reyes National Seashore,2024/12/17 00:00:00+00,CA,PW,234493,National Seashores,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239938,Point Reyes,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,97c06a0a-85f1-47af-aa7c-e72dc24a04f6,354,0.0298532924539359,1.64587414787939
12,PRWI,Lands - http://landsnet.nps.gov/tractsnet/documents/PRWI/Metadata/prwi_metadata.xml,Prince William Forest Park,2024/12/10 00:00:00+00,VA,NC,1472799,Other Designations,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221823,Prince William Forest,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,a71bea2e-b06b-4f08-8219-f07121d49901,122,0.00583522605961662,0.394640424581461
13,PUHO,Lands - http://landsnet.nps.gov/tractsnet/documents/PUHO/Metadata/puho_metadata.xml,Pu'uhonua o Honaunau National Historical Park,2024/12/26 00:00:00+00,HI,PW,358732,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182236,Pu`uhonua O Honaunau,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,abd98925-985a-45a8-a079-cc9c1963dfa2,337,0.000146172412996748,0.110480945353967
14,REER,Lands - http://landsnet.nps.gov/tractsnet/documents/REER/Metadata/reer_metadata.xml,Reconstruction Era National Historical Park,2024/12/05 00:00:00+00,SC,SE,2783288,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249524,Reconstruction Era,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,9ce6a34b-8440-4e6a-b69b-d24641862684,453,2.86824672457442e-05,0.0466510304154349
15,SAIR,Lands - http://landsnet.nps.gov/tractsnet/documents/SAIR/Metadata/sair_metadata.xml,Saugus Iron Works National Historic Site,2024/10/25 00:00:00+00,MA,NE,600017,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210711,Saugus Iron Works,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,f4f72a7a-e31a-494b-91ea-9dffa8949e24,10,5.79004768042068e-06,0.015704247908751
16,SARA,Lands - http://landsnet.nps.gov/tractsnet/documents/SARA/Metadata/sara_metadata.xml,Saratoga National Historical Park,2024/12/16 00:00:00+00,NY,NE,964487,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2215979,Saratoga,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,61e935e7-29bc-48fd-815f-603d0b6c9229,22,0.00160110030424221,0.317524774335567
17,TILL,Lands - https://landsnet.nps.gov/tractsnet/documents/TILL/Metadata/till_metadata.xml,Emmett Till and Mamie Till-Mobley National Monument,2024/12/16 00:00:00+00,MS,SE,,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2286726,Emmet TIill AND Mamie Till-Mobley,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,dc3d119b-3bb5-4820-81dc-8a395926627d,465,2.29102579396567e-06,0.010905638345724
18,VICK,Lands - http://landsnet.nps.gov/tractsnet/documents/VICK/Metadata/vick_metadata.xml,Vicksburg National Military Park,2024/12/16 00:00:00+00,MS,SE,679217,National Military Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2287212,Vicksburg,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,ca2b6f7c-9e1d-4210-8d2b-28c1b77f80ee,221,0.00119248112969217,0.58849475048185
19,VOYA,Lands - http://landsnet.nps.gov/tractsnet/documents/VOYA/Metadata/voya_metadata.xml,Voyageurs National Park,2025/02/04 00:00:00+00,MN,MW,660491,National Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224529,Voyageurs,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,4ab35743-1fc5-4316-a190-8d5de08d6e60,281,0.100692929053821,3.0067250258354
20,GEWA,Lands - http://landsnet.nps.gov/tractsnet/documents/GEWA/Metadata/gewa_metadata.xml,George Washington Birthplace National Monument,2023/09/18 00:00:00+00,VA,NE,1467038,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229064,George Washington Birthplace,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,5c8107a7-8dd3-4e85-88a4-ec09c2d1b6d9,148,0.000305255803141335,0.137226751517883
21,CIBS,Lands - https://landsnet.nps.gov/tractsnet/documents/CIBS/Metadata/cibs_metadata.xml,Carlisle Federal Indian Boarding School National Monument,2024/12/17 00:00:00+00,PA,NE,,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2307263,Carlisle Federal Indian Boarding School,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,3945481e-b9d8-4354-a8fa-580d3b5ddbcf,468,1.05642750440893e-05,0.0247969288233721
22,FRPE,Lands - https://landsnet.nps.gov/tractsnet/documents/FRPE/Metadata/frpe_metadata.xml,Frances Perkins National Monument,2024/12/17 00:00:00+00,ME,NE,,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2307256,Frances Perkins,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,07064818-ae5f-4cdd-916c-a995cc31d4c6,469,2.6239413955409e-05,0.0272596559315837
23,MISS,Lands - http://landsnet.nps.gov/tractsnet/documents/MISS/Metadata/miss_metadata.xml,Mississippi National River and Recreation Area,2024/12/16 00:00:00+00,MN,MW,1888944,National Rivers,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2253817,Mississippi,2025/01/14 11:11:09+00,NPS_WASO_LANDS,2025/01/14 11:11:09+00,NPS_WASO_LANDS,8110fe45-f89a-4760-a38f-7985e238995e,277,0.0247960788192358,2.87319660959203
24,BOST,Lands - http://landsnet.nps.gov/tractsnet/documents/BOST/Metadata/bost_metadata.xml,Boston National Historical Park,2015/02/09 00:00:00+00,MA,NE,600140,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221816,Boston,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,5812b826-985d-44ad-acb9-e281eb0f021b,1,1.94175274828012e-05,0.0553804287829238
25,MAVA,Lands - http://landsnet.nps.gov/tractsnet/documents/MAVA/Metadata/mava_metadata.xml,Martin Van Buren National Historic Site,2012/07/18 00:00:00+00,NY,NE,1888943,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188828,Martin Van Buren,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,9114dfb8-9593-4570-87ea-909a12981ae9,2,0.000131298577798589,0.0913853329599992
26,SPAR,Lands - http://landsnet.nps.gov/tractsnet/documents/SPAR/Metadata/spar_metadata.xml,Springfield Armory National Historic Site,2011/10/18 00:00:00+00,MA,NE,1888963,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180629,Springfield Armory,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,f78d949f-74e0-4823-970e-890b0779f402,3,2.37499029935861e-05,0.0199785552193922
27,ACAD,Unofficial Boundary of Acadia National Park.,Acadia National Park,2013/12/18 00:00:00+00,ME,NE,578853,National Parks,Park,Preliminary data. Contact the Land Resources Program for additional information.,Acadia,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,027b4802-d30b-4ea8-b722-a28f64ee1c9a,4,0.0158680890438063,4.10676553369134
28,SACR,Lands - http://landsnet.nps.gov/tractsnet/documents/SACR/Metadata/sacr_metadata.xml,Saint Croix Island International Historic Site,2016/06/20 00:00:00+00,ME,NE,581971,International Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230262,Saint Croix Island,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,3dcfacab-823c-4d65-aec3-5d5ee15fab45,5,3.07784989672655e-06,0.00714968331780624
29,ADAM,Lands - http://landsnet.nps.gov/tractsnet/documents/ADAM/Metadata/adam_metadata.xml,Adams National Historical Park,2009/06/05 00:00:00+00,MA,NE,1888899,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048140,Adams,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,1a398e42-f2d5-40b2-9a7c-70780e8e5626,6,6.02059935772559e-06,0.017788968148383
30,JOFI,Lands - http://landsnet.nps.gov/tractsnet/documents/JOFI/Metadata/jofi_metadata.xml,John Fitzgerald Kennedy National Historic Site,2010/10/28 00:00:00+00,MA,NE,607138,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171834,John F Kennedy,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,d0f0c343-f5de-4195-8c3e-696d79aba48d,7,3.84472969017224e-08,0.000824193162410367
31,MIMA,Lands - http://landsnet.nps.gov/tractsnet/documents/MIMA/Metadata/mima_metadata.xml,Minute Man National Historical Park,2018/02/22 00:00:00+00,MA,NE,600051,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167740,Minute Man,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,1077aacd-f6aa-4169-b8a6-cb593bc24042,8,0.000453325988928555,0.290428224466634
32,SAMA,Lands - http://landsnet.nps.gov/tractsnet/documents/SAMA/Metadata/sama_metadata.xml,Salem Maritime National Historic Site,2010/03/25 00:00:00+00,MA,NE,1888961,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049237,Salem Maritime,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,b86b86c1-2922-47b6-8cc8-e84bd057d61b,9,4.18667082158208e-06,0.0257564902098431
33,CACO,Lands - http://landsnet.nps.gov/tractsnet/documents/CACO/Metadata/caco_metadata.xml,Cape Cod National Seashore,2024/09/19 00:00:00+00,MA,NE,606900,National Seashores,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229062,Cape Cod,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,9e518585-8749-4471-a87e-c70c420c319f,11,0.0194622137773877,1.98133513261166
34,ELRO,Lands - http://landsnet.nps.gov/tractsnet/documents/ELRO/Metadata/elro_metadata.xml,Eleanor Roosevelt National Historic Site,2011/04/22 00:00:00+00,NY,NE,1888914,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171829,Eleanor Roosevelt,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,a3c0525a-29bb-45a3-a04e-33c2981b1278,12,7.77360164647689e-05,0.045778429161487
35,LONG,Lands - http://landsnet.nps.gov/tractsnet/documents/LONG/Metadata/long_metadata.xml,Longfellow House-Washington's Headquarters National Historic Site,2011/04/18 00:00:00+00,MA,NE,2733437,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180626,Longfellow,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,3de9f046-5c96-41c5-a2c0-6d930225812e,13,8.5926126303093e-07,0.00374772959233128
36,GATE,Lands - http://landsnet.nps.gov/tractsnet/documents/GATE/Metadata/gate_metadata.xml,Gateway National Recreation Area,2024/06/14 00:00:00+00,NY,NE,882894,National Recreation Areas,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225694,Gateway,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,7f26c375-7ebb-4152-93a3-8989f2e05a38,15,0.0116762843174456,1.1527080525235
37,SAPA,Lands - http://landsnet.nps.gov/tractsnet/documents/SAPA/Metadata/sapa_metadata.xml,Saint Paul's Church National Historic Site,2007/02/09 00:00:00+00,NY,NE,1888959,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048042,Saint Paul's Church,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,ec7cea5f-9ce6-43d9-b818-464a5e92cba0,16,2.67975724455027e-06,0.00679575925055295
38,THRI,Lands - http://landsnet.nps.gov/tractsnet/documents/THRI/Metadata/thri_metadata.xml,Theodore Roosevelt Inaugural National Historic Site,2015/08/28 00:00:00+00,NY,NE,2035603,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224527,Theodore Roosevelt Inaugural,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,ea5ca481-36b0-4264-ba8b-2725f074bce4,17,5.24591769135441e-07,0.00352520954973859
39,FOST,Lands - http://landsnet.nps.gov/tractsnet/documents/FOST/Metadata/fost_metadata.xml,Fort Stanwix National Monument,2010/07/08 00:00:00+00,NY,NE,1888919,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165601,Fort Stanwix,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,5d054cd8-7238-498d-a0fa-2a3b76188ab3,18,7.50195704313228e-06,0.0113869870348728
40,FIIS,Unofficial Boundary of Fire Island National Seashore.,Fire Island National Seashore,2013/12/18 00:00:00+00,NY,NE,970121,National Seashores,Region,Preliminary data. Contact the Land Resources Program for additional information.,Fire Island,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,81762385-9a53-4be5-b142-09b1734cee75,19,0.00849684844274634,1.19047762462471
41,HOFR,Lands - http://landsnet.nps.gov/tractsnet/documents/HOFR/Metadata/hofr_metadata.xml,Home of Franklin D. Roosevelt National Historic Site,2006/03/07 00:00:00+00,NY,NE,1888929,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047983,Home of Franklin D Roosevelt,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,b951d448-d849-4d1d-a830-3275eeb5d96b,20,0.000393804861005265,0.15601111899603
42,VAMA,Lands - http://landsnet.nps.gov/tractsnet/documents/VAMA/Metadata/vama_metadata.xml,Vanderbilt Mansion National Historic Site,2015/07/24 00:00:00+00,NY,NE,968452,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224528,Vanderbilt Mansion,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,6163956f-f9b3-4035-97fb-bb7b207f4dba,21,9.2335778163033e-05,0.0587698287734588
43,SAGA,Lands - http://landsnet.nps.gov/tractsnet/documents/SAGA/Metadata/saga_metadata.xml,Saint-Gaudens National Historical Park,2011/03/09 00:00:00+00,NH,NE,1888960,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171112,Saint-Gaudens,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,db7520ec-52c5-4f54-acd7-c382ba7f703e,23,8.48397723984817e-05,0.102191932650695
44,STLI,Lands - http://landsnet.nps.gov/tractsnet/documents/STLI/Metadata/stli_metadata.xml,Statue of Liberty National Monument,2016/05/06 00:00:00+00,NY,NE,880864,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230266,Statue Of Liberty,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,7e7cbcdf-67eb-4d9e-a82c-f356937ea35a,24,2.97705896628031e-05,0.0355072342476452
45,EDIS,Lands - http://landsnet.nps.gov/tractsnet/documents/EDIS/Metadata/edis_metadata.xml,Thomas Edison National Historical Park,2008/04/22 00:00:00+00,NJ,NE,874901,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048152,Thomas Edison,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,56b5ffed-a57e-401d-bdda-aa3a5093cd69,25,9.03336763258267e-06,0.0201892736079906
46,MORR,Lands - http://landsnet.nps.gov/tractsnet/documents/MORR/Metadata/morr_metadata.xml,Morristown National Historical Park,2012/02/23 00:00:00+00,NJ,NE,878495,National Historical Parks,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188829,Morristown,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,548f82b4-c97a-4a10-9e6d-14d6f998ad69,26,0.000729918179104061,0.280455569129005
47,THRB,Lands - http://landsnet.nps.gov/tractsnet/documents/THRB/Metadata/thrb_metadata.xml,Theodore Roosevelt Birthplace National Historic Site,2011/03/28 00:00:00+00,NY,NE,2083047,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171836,Theodore Roosevelt Birthplace,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,31cb3954-4dab-46a4-a80b-f012b363f3c8,27,4.5560682337964e-08,0.000888546462938253
48,CACL,Lands - http://landsnet.nps.gov/tractsnet/documents/CACL/Metadata/cacl_metadata.xml,Castle Clinton National Monument,2007/02/16 00:00:00+00,NY,NE,945983,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047919,Castle Clinton,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,50fa5d1f-c35a-4eee-8624-1d5564c53533,28,5.49897549717571e-07,0.00278739822477454
49,FEHA,Lands - http://landsnet.nps.gov/tractsnet/documents/FEHA/Metadata/feha_metadata.xml,Federal Hall National Memorial,2017/03/30 00:00:00+00,NY,NE,2057537,National Memorials,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210702,Federal Hall,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,0570048a-e2d9-4b58-8348-f9474c6a5d8e,29,2.28982116823317e-07,0.00201314745026041
50,GEGR,Lands - http://landsnet.nps.gov/tractsnet/documents/GEGR/Metadata/gegr_metadata.xml,General Grant National Memorial,2013/07/22 00:00:00+00,NY,NE,2733424,National Memorials,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221818,General Grant,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,75cb4e2c-dda5-4ba2-8841-3d4408d1fd65,30,3.12991232931381e-07,0.00234544845276466
51,HAGR,Lands - http://landsnet.nps.gov/tractsnet/documents/HAGR/Metadata/hagr_metadata.xml,Hamilton Grange National Memorial,2016/03/28 00:00:00+00,NY,NE,2083660,National Memorials,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047980,Hamilton Grange,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,0909f036-8295-4767-9733-ea92a7100f8a,31,7.57290990804904e-07,0.00611197142625198
52,SAHI,Lands - http://landsnet.nps.gov/tractsnet/documents/SAHI/Metadata/sahi_metadata.xml,Sagamore Hill National Historic Site,2011/07/29 00:00:00+00,NY,NE,970557,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2175728,Sagamore Hill,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,406f3ffa-d0a8-46b2-b22a-650f2b92a0f3,32,3.58037812020484e-05,0.0501355793122945
53,BOAF,Lands - http://landsnet.nps.gov/tractsnet/documents/BOAF/Metadata/boaf_metadata.xml,Boston African American National Historic Site,2009/03/12 00:00:00+00,MA,NE,1888904,National Historic Sites,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048143,Boston African American,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,f38228c3-d48a-4cd6-ad81-a276e389a6f7,33,2.60064553003758e-07,0.00666917871260832
54,BOHA,Lands - http://landsnet.nps.gov/tractsnet/documents/BOHA/Metadata/boha_metadata.xml,Boston Harbor Islands National Recreation Area,2022/11/23 09:50:36+00,MA,NE,606990,National Recreation Areas,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047911,Boston Harbor Islands,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,683ea688-2991-4770-b067-cc0e1a1e4252,34,0.000982396054496348,0.923428073680057
55,AFBG,Lands - http://landsnet.nps.gov/tractsnet/documents/AFBG/Metadata/afbg_metadata.xml,African Burial Ground National Monument,2008/08/19 00:00:00+00,NY,NE,2060434,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048074,African Burial Ground,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,d82288bf-af0e-4f21-b181-e412137c3989,35,1.48337903738138e-07,0.00163503760742856
56,GOIS,Lands - http://landsnet.nps.gov/tractsnet/documents/GOIS/Metadata/gois_metadata.xml,Governors Island National Monument,2025/06/16 11:00:24+00,NY,NE,2092022,National Monuments,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188823,Governors Island,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,1816d13d-03d5-49ad-982e-038f2678ad8b,36,9.82366282187286e-06,0.0213577929155146
57,LOWE,Lands - https://landsnet.nps.gov/tractsnet/documents/LOWE/Metadata/lowe_metadata.xml,Lowell National Historical Park,2025/03/14 13:14:37+00,MA,NE,1888940,National Historical Parks,RISD,https://irma.nps.gov/DataStore/Reference/Profile/2309385,Lowell,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,0600f9f0-d593-45a9-b2ce-4028205f0438,37,5.3188877473076e-05,0.227348214586602
